what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087194545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087198527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087198838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087221645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087226047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087241065
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389087241706
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087254660
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087254708
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389087257075
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087257411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087283978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087289085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087298653
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087301688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087307959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087313268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087334168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087335995
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087347373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087348379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087349937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087357093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087358047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087383141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087388739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087391442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087394561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087395670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087396942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087403732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087420558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087446661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087447563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087447980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087455726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087480441
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087488799
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087488839
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087497448
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087497621
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087497788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087497966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087498148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087498334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087498505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087498677
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087498851
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087499041
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087499206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389087499357
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389087500450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1389087500453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389087507056
